Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;3_Merkmal_Code;3_Merkmal_Label;3_Auspraegung_Code;3_Auspraegung_Label;4_Merkmal_Code;4_Merkmal_Label;4_Auspraegung_Code;4_Auspraegung_Label;5_Merkmal_Code;5_Merkmal_Label;5_Auspraegung_Code;5_Auspraegung_Label;VSTNW1__Durchschnittliche_Bruttostundenverdienste__EUR;VSTNW2__Durchschnittliche_Bruttomonatsverdienste__EUR;STDNW1__Bezahlte_Wochenarbeitszeit__Std.;VSTNW2__Durchschnittliche_Bruttomonatsverdienste__EUR
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-C;Verarbeitendes Gewerbe;GES;Geschlecht;GESW;weiblich;21,99;3574;37,4;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-C;Verarbeitendes Gewerbe;GES;Geschlecht;;Insgesamt;25,52;4211;38,0;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-D;Energieversorgung;GES;Geschlecht;GESM;männlich;33,44;5634;38,8;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-D;Energieversorgung;GES;Geschlecht;GESW;weiblich;29,66;4963;38,5;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-D;Energieversorgung;GES;Geschlecht;;Insgesamt;32,73;5507;38,7;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-E;Wasserversorg.,Entsorg, Beseitig.v.Umweltverschm.;GES;Geschlecht;GESM;männlich;21,37;3730;40,2;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-E;Wasserversorg.,Entsorg, Beseitig.v.Umweltverschm.;GES;Geschlecht;GESW;weiblich;22,24;3757;38,9;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-E;Wasserversorg.,Entsorg, Beseitig.v.Umweltverschm.;GES;Geschlecht;;Insgesamt;21,46;3733;40,0;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-F;Baugewerbe;GES;Geschlecht;GESM;männlich;21,02;3515;38,5;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-F;Baugewerbe;GES;Geschlecht;GESW;weiblich;20,39;3431;38,7;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-F;Baugewerbe;GES;Geschlecht;;Insgesamt;20,98;3510;38,5;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-G-02;Dienstleistungsbereich;GES;Geschlecht;GESM;männlich;24,99;4271;39,3;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-G-02;Dienstleistungsbereich;GES;Geschlecht;GESW;weiblich;21,77;3665;38,7;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-G-02;Dienstleistungsbereich;GES;Geschlecht;;Insgesamt;23,79;4043;39,1;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;GES;Geschlecht;GESM;männlich;23,00;3937;39,4;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;GES;Geschlecht;GESW;weiblich;18,26;3044;38,4;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;GES;Geschlecht;;Insgesamt;21,60;3668;39,1;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-H;Verkehr und Lagerei;GES;Geschlecht;GESM;männlich;17,24;3042;40,6;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-H;Verkehr und Lagerei;GES;Geschlecht;GESW;weiblich;17,98;3041;38,9;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-H;Verkehr und Lagerei;GES;Geschlecht;;Insgesamt;17,35;3042;40,4;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-I;Gastgewerbe;GES;Geschlecht;GESM;männlich;15,39;2480;37,1;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-I;Gastgewerbe;GES;Geschlecht;GESW;weiblich;13,71;2231;37,4;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-I;Gastgewerbe;GES;Geschlecht;;Insgesamt;14,72;2382;37,2;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-J;Information und Kommunikation;GES;Geschlecht;GESM;männlich;31,46;5372;39,3;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-J;Information und Kommunikation;GES;Geschlecht;GESW;weiblich;26,43;4450;38,8;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-J;Information und Kommunikation;GES;Geschlecht;;Insgesamt;30,30;5157;39,2;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-K;Finanz- und Versicherungsdienstleistungen;GES;Geschlecht;GESM;männlich;35,84;6003;38,5;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-K;Finanz- und Versicherungsdienstleistungen;GES;Geschlecht;GESW;weiblich;27,79;4624;38,3;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-K;Finanz- und Versicherungsdienstleistungen;GES;Geschlecht;;Insgesamt;32,74;5469;38,4;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-L;Grundstücks- und Wohnungswesen;GES;Geschlecht;GESM;männlich;27,79;4659;38,6;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-L;Grundstücks- und Wohnungswesen;GES;Geschlecht;GESW;weiblich;21,84;3604;38,0;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-L;Grundstücks- und Wohnungswesen;GES;Geschlecht;;Insgesamt;25,45;4240;38,3;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-M;Freiberufliche, wiss.u.technische Dienstleistungen;GES;Geschlecht;GESM;männlich;32,93;5627;39,3;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-M;Freiberufliche, wiss.u.technische Dienstleistungen;GES;Geschlecht;GESW;weiblich;23,60;4000;39,0;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-M;Freiberufliche, wiss.u.technische Dienstleistungen;GES;Geschlecht;;Insgesamt;29,52;5030;39,2;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;GES;Geschlecht;GESM;männlich;16,93;2770;37,7;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;GES;Geschlecht;GESW;weiblich;16,37;2647;37,2;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;GES;Geschlecht;;Insgesamt;16,79;2738;37,5;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-O;Öff.Verwaltung, Verteidigung, Sozialversicherung;GES;Geschlecht;GESM;männlich;25,16;4381;40,1;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-O;Öff.Verwaltung, Verteidigung, Sozialversicherung;GES;Geschlecht;GESW;weiblich;22,99;3963;39,7;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-O;Öff.Verwaltung, Verteidigung, Sozialversicherung;GES;Geschlecht;;Insgesamt;24,37;4229;39,9;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-P;Erziehung und Unterricht;GES;Geschlecht;GESM;männlich;28,78;4989;39,9;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-P;Erziehung und Unterricht;GES;Geschlecht;GESW;weiblich;25,57;4416;39,7;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-P;Erziehung und Unterricht;GES;Geschlecht;;Insgesamt;26,95;4661;39,8;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-Q;Gesundheits- und Sozialwesen;GES;Geschlecht;GESM;männlich;29,08;4985;39,5;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-Q;Gesundheits- und Sozialwesen;GES;Geschlecht;GESW;weiblich;22,22;3733;38,7;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-Q;Gesundheits- und Sozialwesen;GES;Geschlecht;;Insgesamt;24,85;4208;39,0;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-R;Kunst, Unterhaltung und Erholung;GES;Geschlecht;GESM;männlich;/;/;39,3;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-R;Kunst, Unterhaltung und Erholung;GES;Geschlecht;GESW;weiblich;17,52;2877;37,8;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-R;Kunst, Unterhaltung und Erholung;GES;Geschlecht;;Insgesamt;/;/;38,7;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-S;Sonstige Dienstleistungen;GES;Geschlecht;GESM;männlich;26,17;4429;38,9;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-S;Sonstige Dienstleistungen;GES;Geschlecht;GESW;weiblich;20,21;3359;38,3;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART1;1.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-S;Sonstige Dienstleistungen;GES;Geschlecht;;Insgesamt;23,21;3893;38,6;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART2;2.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-B-08;Produzierendes Gewerbe und Dienstleistungsbereich;GES;Geschlecht;GESM;männlich;25,47;4103;37,1;
62321;Vierteljährliche Verdiensterhebung;JAHR;Jahr;2020;DLAND;Land;05;Nordrhein-Westfalen;BESNW1;Beschäftigungsumfang;VOLLZTNW01;Vollzeitbeschäftigte;QUARTG;Quartale;QUART2;2.Quartal;WZ08V5;WZ 2008: Verdiensterhebung;WZ08-B-08;Produzierendes Gewerbe und Dienstleistungsbereich;GES;Geschlecht;GESW;weiblich;22,25;3565;36,9;
